payment_id,loan_id,payment_date,payment_amount,days_past_due,remaining_balance
4169,1570,2021-11-23,516,0,42064
4170,1570,2021-12-23,991,0,41073
4171,1570,2022-01-22,624,0,40449
4172,1570,2022-02-21,1468,0,38981
4173,1570,2022-03-23,953,5,38028
4174,1570,2022-04-22,691,0,37337
4175,1570,2022-05-22,1068,0,36269
4176,1570,2022-06-21,464,0,35805
4177,1571,2023-07-04,423,0,21897
4178,1571,2023-08-03,823,0,21074
4179,1571,2023-09-02,1458,0,19616
4180,1571,2023-10-02,1037,0,18579
4181,1571,2023-11-01,572,0,18007
4182,1571,2023-12-01,321,0,17686
4183,1571,2023-12-31,1174,0,16512
4184,1572,2023-07-16,1057,0,31319
4185,1572,2023-08-15,962,0,30357
4186,1572,2023-09-14,675,0,29682
4187,1572,2023-10-14,602,0,29080
4188,1573,2021-10-29,1007,0,47506
4189,1573,2021-11-28,556,0,46950
4190,1573,2021-12-28,350,0,46600
4191,1573,2022-01-27,1126,0,45474
4192,1573,2022-02-26,935,0,44539
4193,1573,2022-03-28,1372,0,43167
4194,1573,2022-04-27,1441,30,41726
4195,1573,2022-05-27,1272,30,40454
4196,1573,2022-06-26,696,0,39758
4197,1574,2021-08-07,1420,0,17779
4198,1574,2021-09-06,984,0,16795
4199,1574,2021-10-06,485,0,16310
4200,1574,2021-11-05,514,0,15796
4201,1574,2021-12-05,328,0,15468
4202,1574,2022-01-04,353,0,15115
4203,1574,2022-02-03,1440,0,13675
4204,1574,2022-03-05,413,0,13262
4205,1574,2022-04-04,975,0,12287
4206,1575,2023-01-04,591,0,20285
4207,1575,2023-02-03,863,0,19422
4208,1575,2023-03-05,678,0,18744
4209,1575,2023-04-04,523,0,18221
4210,1575,2023-05-04,956,0,17265
4211,1575,2023-06-03,852,60,16413
4212,1575,2023-07-03,1305,0,15108
4213,1576,2022-04-22,1258,0,11987
4214,1576,2022-05-22,920,0,11067
4215,1576,2022-06-21,1176,0,9891
4216,1576,2022-07-21,855,0,9036
4217,1577,2022-09-03,505,0,11709
4218,1577,2022-10-03,1397,0,10312
4219,1577,2022-11-02,884,30,9428
4220,1577,2022-12-02,478,0,8950
4221,1577,2023-01-01,412,30,8538
4222,1578,2023-03-31,1120,0,4606
4223,1578,2023-04-30,1353,0,3253
4224,1578,2023-05-30,1415,0,1838
4225,1578,2023-06-29,406,0,1432
4226,1578,2023-07-29,1290,0,142
4227,1578,2023-08-28,142,0,0
4228,1579,2023-06-10,1217,15,15145
4229,1579,2023-07-10,926,0,14219
4230,1579,2023-08-09,643,0,13576
4231,1580,2021-10-04,330,0,22967
4232,1580,2021-11-03,326,5,22641
4233,1580,2021-12-03,1420,0,21221
4234,1580,2022-01-02,775,30,20446
4235,1580,2022-02-01,586,0,19860
4236,1580,2022-03-03,511,0,19349
4237,1580,2022-04-02,954,0,18395
4238,1581,2021-04-16,397,5,35051
4239,1581,2021-05-16,762,0,34289
4240,1581,2021-06-15,572,0,33717
4241,1581,2021-07-15,501,0,33216
4242,1581,2021-08-14,749,30,32467
4243,1581,2021-09-13,318,0,32149
4244,1582,2021-07-03,610,0,30562
4245,1582,2021-08-02,923,0,29639
4246,1582,2021-09-01,797,0,28842
4247,1583,2022-11-17,814,5,47060
4248,1583,2022-12-17,693,0,46367
4249,1583,2023-01-16,1017,0,45350
4250,1584,2022-04-10,688,5,11969
4251,1584,2022-05-10,533,0,11436
4252,1584,2022-06-09,1011,5,10425
4253,1584,2022-07-09,1156,0,9269
4254,1584,2022-08-08,948,60,8321
4255,1584,2022-09-07,1129,0,7192
4256,1584,2022-10-07,1383,0,5809
4257,1584,2022-11-06,918,0,4891
4258,1584,2022-12-06,801,0,4090
4259,1584,2023-01-05,352,15,3738
4260,1585,2021-04-26,343,0,23507
4261,1585,2021-05-26,958,0,22549
4262,1585,2021-06-25,346,0,22203
4263,1585,2021-07-25,1347,0,20856
4264,1585,2021-08-24,1497,0,19359
4265,1585,2021-09-23,1034,0,18325
4266,1585,2021-10-23,1318,0,17007
4267,1585,2021-11-22,1382,0,15625
4268,1585,2021-12-22,725,0,14900
4269,1586,2022-12-28,759,0,29666
4270,1586,2023-01-27,1425,0,28241
4271,1586,2023-02-26,1047,0,27194
4272,1586,2023-03-28,608,0,26586
4273,1586,2023-04-27,1304,5,25282
4274,1586,2023-05-27,934,0,24348
4275,1586,2023-06-26,1393,0,22955
4276,1586,2023-07-26,832,0,22123
4277,1587,2021-11-11,550,0,31135
4278,1587,2021-12-11,988,5,30147
4279,1587,2022-01-10,401,60,29746
4280,1588,2021-09-07,1469,0,28109
4281,1588,2021-10-07,1325,0,26784
4282,1588,2021-11-06,1326,30,25458
4283,1588,2021-12-06,476,0,24982
4284,1588,2022-01-05,776,0,24206
4285,1588,2022-02-04,519,0,23687
4286,1588,2022-03-06,1035,0,22652
4287,1589,2021-04-09,1060,0,32771
4288,1589,2021-05-09,1436,0,31335
4289,1589,2021-06-08,1229,0,30106
4290,1590,2021-03-18,787,5,12119
4291,1590,2021-04-17,612,0,11507
4292,1590,2021-05-17,1303,0,10204
4293,1590,2021-06-16,313,0,9891
4294,1590,2021-07-16,1337,0,8554
4295,1590,2021-08-15,556,15,7998
4296,1590,2021-09-14,888,0,7110
4297,1590,2021-10-14,436,30,6674
4298,1590,2021-11-13,1053,0,5621
4299,1591,2021-05-04,549,0,11738
4300,1591,2021-06-03,577,60,11161
4301,1591,2021-07-03,1045,60,10116
4302,1591,2021-08-02,1268,0,8848
4303,1591,2021-09-01,480,0,8368
4304,1591,2021-10-01,1097,0,7271
4305,1592,2023-02-19,852,0,37808
4306,1592,2023-03-21,574,30,37234
4307,1592,2023-04-20,385,0,36849
4308,1592,2023-05-20,491,0,36358
4309,1592,2023-06-19,1354,5,35004
4310,1592,2023-07-19,406,0,34598
4311,1592,2023-08-18,575,0,34023
4312,1593,2022-04-28,855,0,14367
4313,1593,2022-05-28,866,0,13501
4314,1593,2022-06-27,428,0,13073
4315,1593,2022-07-27,530,0,12543
4316,1593,2022-08-26,1162,0,11381
4317,1593,2022-09-25,654,0,10727
4318,1593,2022-10-25,445,0,10282
4319,1593,2022-11-24,1356,0,8926
4320,1594,2021-08-22,564,30,41879
4321,1594,2021-09-21,691,0,41188
4322,1594,2021-10-21,887,0,40301
4323,1594,2021-11-20,1412,0,38889
4324,1594,2021-12-20,1493,0,37396
4325,1594,2022-01-19,1349,15,36047
4326,1595,2021-09-05,1190,0,38511
4327,1595,2021-10-05,705,0,37806
4328,1595,2021-11-04,663,0,37143
4329,1595,2021-12-04,850,0,36293
4330,1595,2022-01-03,1088,0,35205
4331,1595,2022-02-02,1115,0,34090
4332,1595,2022-03-04,760,0,33330
4333,1595,2022-04-03,532,0,32798
4334,1595,2022-05-03,957,0,31841
4335,1595,2022-06-02,1457,0,30384
4336,1596,2022-05-19,1224,0,21540
4337,1596,2022-06-18,1187,5,20353
4338,1596,2022-07-18,1155,15,19198
4339,1596,2022-08-17,733,30,18465
4340,1596,2022-09-16,333,0,18132
4341,1596,2022-10-16,905,0,17227
4342,1596,2022-11-15,1015,0,16212
4343,1596,2022-12-15,647,5,15565
4344,1596,2023-01-14,1499,0,14066
4345,1596,2023-02-13,697,0,13369
4346,1597,2022-04-07,1201,0,48440
4347,1597,2022-05-07,1031,0,47409
4348,1597,2022-06-06,1343,0,46066
4349,1597,2022-07-06,1255,0,44811
4350,1597,2022-08-05,1123,0,43688
4351,1597,2022-09-04,1240,0,42448
4352,1597,2022-10-04,835,0,41613
4353,1597,2022-11-03,879,0,40734
4354,1598,2022-01-06,1249,0,21425
4355,1598,2022-02-05,1372,0,20053
4356,1598,2022-03-07,428,0,19625
4357,1598,2022-04-06,334,0,19291
4358,1598,2022-05-06,376,0,18915
4359,1598,2022-06-05,825,0,18090
4360,1599,2022-08-04,537,0,22487
4361,1599,2022-09-03,437,0,22050
4362,1599,2022-10-03,1465,0,20585
4363,1599,2022-11-02,979,0,19606
4364,1599,2022-12-02,1138,0,18468
4365,1600,2022-10-04,1146,0,27728
4366,1600,2022-11-03,1148,0,26580
4367,1600,2022-12-03,1469,0,25111
4368,1600,2023-01-02,439,0,24672
4369,1601,2021-11-15,1395,0,47247
4370,1601,2021-12-15,429,0,46818
4371,1601,2022-01-14,524,60,46294
4372,1601,2022-02-13,1282,0,45012
4373,1601,2022-03-15,406,0,44606
4374,1601,2022-04-14,1426,0,43180
4375,1601,2022-05-14,1457,0,41723
4376,1601,2022-06-13,809,0,40914
4377,1601,2022-07-13,1193,0,39721
4378,1601,2022-08-12,549,0,39172
4379,1601,2022-09-11,898,0,38274
4380,1601,2022-10-11,899,0,37375
4381,1602,2021-10-11,471,0,36813
4382,1602,2021-11-10,693,0,36120
4383,1602,2021-12-10,533,0,35587
4384,1602,2022-01-09,351,0,35236
4385,1602,2022-02-08,740,0,34496
4386,1602,2022-03-10,995,0,33501
4387,1603,2023-02-03,1125,0,21477
4388,1603,2023-03-05,1429,0,20048
4389,1603,2023-04-04,777,0,19271
4390,1603,2023-05-04,414,0,18857
4391,1603,2023-06-03,356,0,18501
4392,1604,2022-01-22,1456,0,41328
4393,1604,2022-02-21,1400,30,39928
4394,1604,2022-03-23,1017,0,38911
4395,1604,2022-04-22,833,0,38078
4396,1604,2022-05-22,1477,15,36601
4397,1604,2022-06-21,816,0,35785
4398,1604,2022-07-21,337,60,35448
4399,1604,2022-08-20,1046,0,34402
4400,1604,2022-09-19,747,0,33655
4401,1604,2022-10-19,424,0,33231
4402,1605,2021-02-22,1083,60,27182
4403,1605,2021-03-24,525,0,26657
4404,1605,2021-04-23,592,0,26065
4405,1605,2021-05-23,1055,0,25010
4406,1605,2021-06-22,1068,0,23942
4407,1605,2021-07-22,1306,15,22636
4408,1605,2021-08-21,1375,0,21261
4409,1605,2021-09-20,866,15,20395
4410,1605,2021-10-20,901,0,19494
4411,1605,2021-11-19,1204,0,18290
4412,1605,2021-12-19,1461,0,16829
4413,1606,2023-03-03,1318,0,29613
4414,1606,2023-04-02,1278,15,28335
4415,1606,2023-05-02,1082,0,27253
4416,1606,2023-06-01,1479,0,25774
4417,1607,2022-07-06,437,5,33404
4418,1607,2022-08-05,1012,0,32392
4419,1607,2022-09-04,1086,0,31306
4420,1607,2022-10-04,853,0,30453
4421,1607,2022-11-03,1457,0,28996
4422,1607,2022-12-03,1109,0,27887
4423,1607,2023-01-02,1332,0,26555
4424,1607,2023-02-01,589,15,25966
4425,1607,2023-03-03,1468,0,24498
4426,1607,2023-04-02,887,30,23611
4427,1607,2023-05-02,756,0,22855
4428,1607,2023-06-01,345,0,22510
4429,1608,2023-02-27,1446,0,32746
4430,1608,2023-03-29,936,0,31810
4431,1608,2023-04-28,892,0,30918
4432,1608,2023-05-28,690,0,30228
4433,1609,2023-05-17,1046,0,46474
4434,1609,2023-06-16,1105,5,45369
4435,1609,2023-07-16,1251,0,44118
4436,1609,2023-08-15,563,0,43555
4437,1609,2023-09-14,606,0,42949
4438,1609,2023-10-14,484,0,42465
4439,1609,2023-11-13,913,30,41552
4440,1609,2023-12-13,1110,0,40442
4441,1609,2024-01-12,951,60,39491
4442,1609,2024-02-11,1319,0,38172
4443,1610,2021-05-10,387,0,20198
4444,1610,2021-06-09,885,0,19313
4445,1610,2021-07-09,1096,0,18217
4446,1610,2021-08-08,1312,0,16905
4447,1610,2021-09-07,645,0,16260
4448,1610,2021-10-07,1401,0,14859
4449,1610,2021-11-06,435,5,14424
4450,1610,2021-12-06,1091,0,13333
4451,1610,2022-01-05,1004,0,12329
4452,1610,2022-02-04,1374,0,10955
4453,1610,2022-03-06,683,0,10272
4454,1611,2023-04-12,788,0,29771
4455,1611,2023-05-12,1180,0,28591
4456,1611,2023-06-11,931,0,27660
4457,1611,2023-07-11,832,0,26828
4458,1611,2023-08-10,1476,0,25352
4459,1611,2023-09-09,897,5,24455
4460,1611,2023-10-09,1435,0,23020
4461,1611,2023-11-08,1033,15,21987
4462,1611,2023-12-08,1494,0,20493
4463,1611,2024-01-07,512,0,19981
4464,1611,2024-02-06,923,0,19058
4465,1611,2024-03-07,1388,0,17670
4466,1612,2021-07-29,1197,0,43862
4467,1612,2021-08-28,740,5,43122
4468,1612,2021-09-27,1179,0,41943
4469,1612,2021-10-27,853,0,41090
4470,1612,2021-11-26,1412,15,39678
4471,1612,2021-12-26,1253,0,38425
4472,1612,2022-01-25,1390,0,37035
4473,1612,2022-02-24,398,0,36637
4474,1612,2022-03-26,600,0,36037
4475,1612,2022-04-25,787,0,35250
4476,1613,2021-09-10,1304,5,37438
4477,1613,2021-10-10,1400,5,36038
4478,1613,2021-11-09,1160,15,34878
4479,1614,2023-03-03,1421,0,7712
4480,1614,2023-04-02,529,0,7183
4481,1614,2023-05-02,307,60,6876
4482,1614,2023-06-01,494,0,6382
4483,1614,2023-07-01,653,0,5729
4484,1614,2023-07-31,763,0,4966
4485,1614,2023-08-30,1273,15,3693
4486,1614,2023-09-29,1158,5,2535
4487,1615,2022-11-20,1082,0,18581
4488,1615,2022-12-20,1072,60,17509
4489,1615,2023-01-19,395,0,17114
4490,1615,2023-02-18,839,5,16275
4491,1615,2023-03-20,879,5,15396
4492,1615,2023-04-19,1347,0,14049
4493,1616,2022-04-17,805,0,25949
4494,1616,2022-05-17,1032,0,24917
4495,1616,2022-06-16,813,0,24104
4496,1616,2022-07-16,573,5,23531
4497,1616,2022-08-15,826,0,22705
4498,1616,2022-09-14,578,30,22127
4499,1616,2022-10-14,363,0,21764
4500,1616,2022-11-13,363,0,21401
4501,1617,2022-09-30,1062,0,7910
4502,1617,2022-10-30,742,5,7168
4503,1617,2022-11-29,743,0,6425
4504,1617,2022-12-29,749,0,5676
4505,1617,2023-01-28,898,0,4778
4506,1617,2023-02-27,1484,15,3294
4507,1617,2023-03-29,692,0,2602
4508,1617,2023-04-28,349,0,2253
4509,1618,2023-03-10,1205,0,9090
4510,1618,2023-04-09,1290,0,7800
4511,1618,2023-05-09,687,0,7113
4512,1618,2023-06-08,1132,0,5981
4513,1618,2023-07-08,397,0,5584
4514,1618,2023-08-07,1362,5,4222
4515,1618,2023-09-06,478,0,3744
4516,1618,2023-10-06,1049,0,2695
4517,1618,2023-11-05,396,0,2299
4518,1618,2023-12-05,561,0,1738
4519,1618,2024-01-04,548,0,1190
4520,1619,2021-12-21,1285,0,45588
4521,1619,2022-01-20,800,15,44788
4522,1619,2022-02-19,1389,0,43399
4523,1619,2022-03-21,358,5,43041
4524,1619,2022-04-20,565,0,42476
4525,1619,2022-05-20,1197,0,41279
4526,1619,2022-06-19,1274,0,40005
4527,1620,2022-06-30,1217,0,32908
4528,1620,2022-07-30,390,0,32518
4529,1620,2022-08-29,1001,0,31517
4530,1620,2022-09-28,1021,0,30496
4531,1620,2022-10-28,1257,0,29239
4532,1620,2022-11-27,1059,0,28180
4533,1620,2022-12-27,442,0,27738
4534,1621,2021-02-15,343,0,45653
4535,1621,2021-03-17,327,0,45326
4536,1621,2021-04-16,790,0,44536
4537,1621,2021-05-16,317,0,44219
4538,1621,2021-06-15,971,0,43248
4539,1621,2021-07-15,723,0,42525
4540,1621,2021-08-14,1136,0,41389
4541,1622,2023-04-02,922,0,13981
4542,1622,2023-05-02,1213,0,12768
4543,1622,2023-06-01,559,0,12209
4544,1622,2023-07-01,473,0,11736
4545,1622,2023-07-31,714,0,11022
4546,1622,2023-08-30,1426,0,9596
4547,1622,2023-09-29,1388,0,8208
4548,1623,2022-01-01,1479,0,6541
4549,1623,2022-01-31,817,0,5724
4550,1623,2022-03-02,1278,0,4446
4551,1623,2022-04-01,889,0,3557
4552,1623,2022-05-01,983,0,2574
4553,1623,2022-05-31,362,0,2212
4554,1623,2022-06-30,491,0,1721
4555,1623,2022-07-30,370,0,1351
4556,1623,2022-08-29,1245,0,106
4557,1623,2022-09-28,106,5,0
4558,1624,2023-02-28,1210,0,45545
4559,1624,2023-03-30,483,0,45062
4560,1624,2023-04-29,623,0,44439
4561,1624,2023-05-29,921,15,43518
4562,1624,2023-06-28,1229,15,42289
4563,1624,2023-07-28,1383,0,40906
4564,1625,2021-10-15,335,15,25085
4565,1625,2021-11-14,397,15,24688
4566,1625,2021-12-14,837,30,23851
4567,1625,2022-01-13,379,0,23472
4568,1625,2022-02-12,913,15,22559
4569,1625,2022-03-14,722,5,21837
4570,1625,2022-04-13,875,0,20962
4571,1625,2022-05-13,631,60,20331
4572,1626,2022-06-11,1039,0,25413
4573,1626,2022-07-11,810,0,24603
4574,1626,2022-08-10,380,0,24223
4575,1626,2022-09-09,1434,0,22789
4576,1626,2022-10-09,805,0,21984
4577,1626,2022-11-08,1019,0,20965
4578,1626,2022-12-08,556,0,20409
4579,1626,2023-01-07,1253,0,19156
4580,1626,2023-02-06,1232,0,17924
4581,1626,2023-03-08,1196,5,16728
4582,1626,2023-04-07,750,0,15978
4583,1627,2023-07-15,1415,0,41586
4584,1627,2023-08-14,378,5,41208
4585,1627,2023-09-13,582,0,40626
4586,1627,2023-10-13,459,0,40167
4587,1627,2023-11-12,1479,0,38688
4588,1627,2023-12-12,767,0,37921
4589,1627,2024-01-11,761,0,37160
4590,1628,2021-07-09,663,0,13853
4591,1628,2021-08-08,765,0,13088
4592,1628,2021-09-07,959,15,12129
4593,1628,2021-10-07,1125,0,11004
4594,1628,2021-11-06,802,15,10202
4595,1628,2021-12-06,886,0,9316
4596,1628,2022-01-05,999,0,8317
4597,1628,2022-02-04,1134,60,7183
4598,1628,2022-03-06,657,0,6526
4599,1628,2022-04-05,921,0,5605
4600,1628,2022-05-05,1401,0,4204
4601,1628,2022-06-04,589,15,3615
4602,1629,2022-05-20,1105,0,6291
4603,1629,2022-06-19,617,30,5674
4604,1629,2022-07-19,1290,5,4384
4605,1629,2022-08-18,980,0,3404
4606,1629,2022-09-17,1329,0,2075
4607,1629,2022-10-17,431,0,1644
4608,1629,2022-11-16,1160,0,484
4609,1629,2022-12-16,484,0,0
4610,1630,2023-06-01,1002,0,22544
4611,1630,2023-07-01,586,0,21958
4612,1630,2023-07-31,749,0,21209
4613,1630,2023-08-30,742,0,20467
4614,1630,2023-09-29,1368,0,19099
4615,1630,2023-10-29,775,0,18324
4616,1630,2023-11-28,588,0,17736
4617,1630,2023-12-28,320,0,17416
4618,1631,2022-11-25,422,5,23707
4619,1631,2022-12-25,513,5,23194
4620,1631,2023-01-24,946,0,22248
4621,1631,2023-02-23,1029,0,21219
4622,1631,2023-03-25,339,5,20880
4623,1631,2023-04-24,1242,0,19638
4624,1631,2023-05-24,564,0,19074
4625,1631,2023-06-23,1162,0,17912
4626,1632,2022-12-21,808,0,5783
4627,1632,2023-01-20,1174,0,4609
4628,1632,2023-02-19,1456,0,3153
4629,1632,2023-03-21,1146,0,2007
4630,1632,2023-04-20,1338,0,669
4631,1632,2023-05-20,669,0,0
4632,1633,2022-12-06,318,0,15985
4633,1633,2023-01-05,1401,30,14584
4634,1633,2023-02-04,859,0,13725
4635,1633,2023-03-06,757,0,12968
4636,1634,2022-02-14,1283,30,34278
4637,1634,2022-03-16,328,0,33950
4638,1634,2022-04-15,1125,0,32825
4639,1634,2022-05-15,582,5,32243
4640,1634,2022-06-14,604,0,31639
4641,1634,2022-07-14,623,0,31016
4642,1634,2022-08-13,757,5,30259
4643,1634,2022-09-12,781,0,29478
4644,1634,2022-10-12,819,0,28659
4645,1634,2022-11-11,690,15,27969
4646,1634,2022-12-11,1212,0,26757
4647,1635,2022-07-29,857,0,10326
4648,1635,2022-08-28,1479,5,8847
4649,1635,2022-09-27,965,0,7882
4650,1635,2022-10-27,1404,0,6478
4651,1635,2022-11-26,594,0,5884
4652,1635,2022-12-26,944,0,4940
4653,1635,2023-01-25,387,60,4553
4654,1635,2023-02-24,410,0,4143
4655,1636,2022-12-22,1068,0,30504
4656,1636,2023-01-21,537,0,29967
4657,1636,2023-02-20,681,0,29286
4658,1636,2023-03-22,954,15,28332
4659,1636,2023-04-21,1008,5,27324
4660,1636,2023-05-21,1206,0,26118
4661,1636,2023-06-20,962,0,25156
4662,1636,2023-07-20,941,0,24215
4663,1636,2023-08-19,1154,30,23061
4664,1636,2023-09-18,1242,0,21819
4665,1636,2023-10-18,571,0,21248
4666,1637,2022-04-02,969,0,38111
4667,1637,2022-05-02,358,0,37753
4668,1637,2022-06-01,947,0,36806
4669,1637,2022-07-01,735,0,36071
4670,1637,2022-07-31,1277,0,34794
4671,1637,2022-08-30,544,0,34250
4672,1638,2022-10-05,1167,15,24528
4673,1638,2022-11-04,1113,0,23415
4674,1638,2022-12-04,464,0,22951
4675,1638,2023-01-03,1273,0,21678
4676,1638,2023-02-02,872,0,20806
4677,1638,2023-03-04,462,0,20344
4678,1638,2023-04-03,1493,0,18851
4679,1638,2023-05-03,1007,0,17844
4680,1639,2021-10-25,726,0,11588
4681,1639,2021-11-24,616,0,10972
4682,1639,2021-12-24,562,0,10410
4683,1639,2022-01-23,727,0,9683
4684,1639,2022-02-22,1095,0,8588
4685,1639,2022-03-24,397,0,8191
4686,1639,2022-04-23,342,0,7849
4687,1639,2022-05-23,394,30,7455
4688,1639,2022-06-22,487,0,6968
4689,1639,2022-07-22,1490,0,5478
4690,1640,2023-05-15,386,15,24237
4691,1640,2023-06-14,525,30,23712
4692,1640,2023-07-14,817,5,22895
4693,1641,2022-08-30,595,0,6544
4694,1641,2022-09-29,434,0,6110
4695,1641,2022-10-29,1308,0,4802
4696,1641,2022-11-28,1045,0,3757
4697,1641,2022-12-28,1388,5,2369
4698,1641,2023-01-27,1340,0,1029
4699,1641,2023-02-26,734,0,295
4700,1641,2023-03-28,295,60,0
4701,1642,2022-03-23,707,0,35583
4702,1642,2022-04-22,861,0,34722
4703,1642,2022-05-22,796,0,33926
4704,1642,2022-06-21,1296,15,32630
4705,1642,2022-07-21,1126,0,31504
4706,1642,2022-08-20,522,0,30982
4707,1642,2022-09-19,767,60,30215
4708,1642,2022-10-19,674,5,29541
4709,1642,2022-11-18,711,0,28830
4710,1642,2022-12-18,1311,0,27519
4711,1642,2023-01-17,749,0,26770
4712,1642,2023-02-16,1121,0,25649
4713,1643,2021-07-17,1061,5,22027
4714,1643,2021-08-16,864,0,21163
4715,1643,2021-09-15,755,15,20408
4716,1643,2021-10-15,1389,0,19019
4717,1643,2021-11-14,1161,0,17858
4718,1643,2021-12-14,586,0,17272
4719,1643,2022-01-13,583,0,16689
4720,1643,2022-02-12,990,0,15699
4721,1643,2022-03-14,1114,0,14585
4722,1643,2022-04-13,308,0,14277
4723,1643,2022-05-13,647,0,13630
4724,1644,2023-05-22,749,0,43943
4725,1644,2023-06-21,665,0,43278
4726,1644,2023-07-21,711,0,42567
4727,1644,2023-08-20,553,0,42014
4728,1644,2023-09-19,1026,0,40988
4729,1644,2023-10-19,1404,0,39584
4730,1644,2023-11-18,1109,0,38475
4731,1644,2023-12-18,772,0,37703
4732,1644,2024-01-17,899,0,36804
4733,1644,2024-02-16,759,0,36045
4734,1645,2021-03-14,1074,0,37056
4735,1645,2021-04-13,1195,0,35861
4736,1645,2021-05-13,923,0,34938
4737,1646,2022-08-09,1138,0,35950
4738,1646,2022-09-08,629,0,35321
4739,1646,2022-10-08,806,0,34515
4740,1646,2022-11-07,1215,0,33300
4741,1646,2022-12-07,1294,0,32006
4742,1646,2023-01-06,1295,0,30711
4743,1646,2023-02-05,726,0,29985
4744,1646,2023-03-07,1315,0,28670
4745,1646,2023-04-06,1072,0,27598
4746,1646,2023-05-06,1451,0,26147
4747,1646,2023-06-05,385,0,25762
4748,1647,2021-11-11,1361,0,29931
4749,1647,2021-12-11,1375,0,28556
4750,1647,2022-01-10,1046,0,27510
4751,1648,2022-03-03,1255,0,24415
4752,1648,2022-04-02,817,0,23598
4753,1648,2022-05-02,1331,0,22267
4754,1648,2022-06-01,993,0,21274
4755,1648,2022-07-01,572,0,20702
4756,1648,2022-07-31,511,0,20191
4757,1648,2022-08-30,965,0,19226
4758,1648,2022-09-29,1257,0,17969
4759,1649,2021-02-11,716,0,8022
4760,1649,2021-03-13,1435,0,6587
4761,1649,2021-04-12,1213,0,5374
4762,1649,2021-05-12,727,0,4647
4763,1649,2021-06-11,515,0,4132
4764,1649,2021-07-11,679,0,3453
4765,1650,2022-09-29,557,0,6912
4766,1650,2022-10-29,702,5,6210
4767,1650,2022-11-28,364,0,5846
4768,1650,2022-12-28,1249,0,4597
4769,1650,2023-01-27,927,0,3670
4770,1651,2021-11-28,700,0,26834
4771,1651,2021-12-28,512,15,26322
4772,1651,2022-01-27,1051,0,25271
4773,1651,2022-02-26,717,0,24554
4774,1651,2022-03-28,808,0,23746
4775,1651,2022-04-27,1291,30,22455
4776,1651,2022-05-27,842,0,21613
4777,1651,2022-06-26,970,0,20643
4778,1651,2022-07-26,933,0,19710
4779,1651,2022-08-25,1348,0,18362
4780,1651,2022-09-24,1105,0,17257
4781,1652,2023-07-17,1182,0,12835
4782,1652,2023-08-16,1131,0,11704
4783,1652,2023-09-15,443,15,11261
4784,1652,2023-10-15,888,0,10373
4785,1653,2021-10-10,573,15,7235
4786,1653,2021-11-09,882,0,6353
4787,1653,2021-12-09,671,5,5682
4788,1653,2022-01-08,1118,0,4564
4789,1654,2022-06-13,426,30,17287
4790,1654,2022-07-13,716,15,16571
4791,1654,2022-08-12,1086,0,15485
4792,1655,2023-02-23,341,0,44988
4793,1655,2023-03-25,332,0,44656
4794,1655,2023-04-24,1413,0,43243
4795,1655,2023-05-24,459,0,42784
4796,1655,2023-06-23,698,15,42086
4797,1655,2023-07-23,1414,0,40672
4798,1655,2023-08-22,519,5,40153
4799,1656,2021-03-06,1229,0,6490
4800,1656,2021-04-05,1469,0,5021
4801,1656,2021-05-05,1221,0,3800
4802,1656,2021-06-04,666,0,3134
4803,1656,2021-07-04,889,0,2245
4804,1656,2021-08-03,515,0,1730
4805,1656,2021-09-02,1011,0,719
4806,1656,2021-10-02,719,0,0
4807,1657,2023-01-27,1370,0,26520
4808,1657,2023-02-26,684,0,25836
4809,1657,2023-03-28,903,0,24933
4810,1657,2023-04-27,698,0,24235
4811,1657,2023-05-27,682,0,23553
4812,1657,2023-06-26,309,0,23244
4813,1657,2023-07-26,1131,0,22113
4814,1657,2023-08-25,494,0,21619
4815,1657,2023-09-24,396,15,21223
4816,1658,2023-05-29,386,0,16314
4817,1658,2023-06-28,1469,0,14845
4818,1658,2023-07-28,1434,0,13411
4819,1658,2023-08-27,1064,0,12347
4820,1658,2023-09-26,1090,15,11257
4821,1658,2023-10-26,882,30,10375
4822,1658,2023-11-25,837,0,9538
4823,1658,2023-12-25,729,0,8809
4824,1659,2021-04-30,488,0,41021
4825,1659,2021-05-30,872,0,40149
4826,1659,2021-06-29,841,0,39308
4827,1659,2021-07-29,1484,0,37824
4828,1659,2021-08-28,752,0,37072
4829,1659,2021-09-27,469,0,36603
4830,1659,2021-10-27,1380,0,35223
4831,1660,2023-03-17,500,0,47034
4832,1660,2023-04-16,1126,0,45908
4833,1660,2023-05-16,400,0,45508
4834,1660,2023-06-15,1237,0,44271
4835,1660,2023-07-15,964,0,43307
4836,1660,2023-08-14,372,0,42935
4837,1660,2023-09-13,815,0,42120
4838,1660,2023-10-13,1343,0,40777
4839,1661,2022-09-27,745,0,41021
4840,1661,2022-10-27,332,0,40689
4841,1661,2022-11-26,577,0,40112
4842,1661,2022-12-26,425,0,39687
4843,1661,2023-01-25,1123,60,38564
4844,1661,2023-02-24,929,0,37635
4845,1661,2023-03-26,359,0,37276
4846,1662,2022-09-24,690,0,31015
4847,1662,2022-10-24,797,30,30218
4848,1662,2022-11-23,748,0,29470
4849,1662,2022-12-23,979,0,28491
4850,1662,2023-01-22,429,0,28062
4851,1662,2023-02-21,1117,0,26945
4852,1663,2022-03-24,799,0,22988
4853,1663,2022-04-23,957,0,22031
